strain	accession	subtype	date	host	country	region	species	broad	order
A/swine/Illinois/A01327629/2012	KF527530	H3N2	2012-04-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01327905/2012	KF527520	H3N2	2012-05-08	Swine	Usa	North America	Swine	swine	Swine
A/swine/Pennsylvania/A01380412/2013	KF478853	H3N2	2013-03-26	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01244402/2012	KF467243	H3N2	2012-12-05	Swine	Usa	North America	Swine	swine	Swine
A/swine/Tennessee/A01104055/2012	KC435085	H3N2	2012-10-25	Swine	Usa	North America	Swine	swine	Swine
A/feline/Guangdong/1/2011	KC422466	H3N2	2011-08-10	Feline	China	China	Feline	feline	Feline
A/swine/Ohio/12TOSU484/2012	KC020437	H3N2	2012-08-10	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/12TOSU522/2012	KC020445	H3N2	2012-08-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/12TOSU527/2012	KC020453	H3N2	2012-08-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Pennsylvania/A01104049/2012	KC020474	H3N2	2012-08-09	Swine	Usa	North America	Swine	swine	Swine
A/swine/Maryland/A01104040/2012	JX964931	H3N2	2012-08-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Maryland/A01104048/2012	JX964939	H3N2	2012-08-16	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/A01133466/2012	JX964947	H3N2	2012-08-06	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/A01133464/2012	JX964955	H3N2	2012-08-03	Swine	Usa	North America	Swine	swine	Swine
A/swine/Wisconsin/A00677500/2012	JX964963	H3N2	2012-08-19	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/A01208457/2012	JX964971	H3N2	2012-08-07	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/A00152576/2012	JX964979	H3N2	2012-08-15	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/53612-2/2009	JX964915	H3N2	2009-08-20	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/53612-3/2009	JX964920	H3N2	2009-09-21	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/53612-6/2010	JX964925	H3N2	2010-04-22	Swine	Usa	North America	Swine	swine	Swine
A/swine/Illinois/A01116190/2011	JX964991	H3N2	2011-08-25	Swine	Usa	North America	Swine	swine	Swine
A/swine/Chonburi/NIAH106952-028/2011	AB704808	H3N2	2011-02-XX	Swine	Thailand	Southeast Asia	Swine	swine	Swine
A/swine/Chonburi/NIAH106952-026/2011	AB704800	H3N2	2011-02-XX	Swine	Thailand	Southeast Asia	Swine	swine	Swine
A/swine/Ohio/12TOSU483/2012	KC020429	H3N2	2012-08-10	Swine	Usa	North America	Swine	swine	Swine
A/swine/Minnesota/A01301908/2012	KC020421	H3N2	2012-09-02	Swine	Usa	North America	Swine	swine	Swine
A/swine/Ohio/A00138552/2012	KC020408	H3N2	2012-09-02	Swine	Usa	North America	Swine	swine	Swine
A/swine/Colombo/48/2004	KC197826	H3N2	2004-03-03	Swine	Sri Lanka	South Asia	Swine	swine	Swine
A/swine/Guangxi/NS3918/2011	KM028456	H3N2	2011-12-30	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/508/2012	KM028464	H3N2	2012-03-11	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/650/2012	KM028472	H3N2	2012-03-25	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/NS1402/2012	KM028480	H3N2	2012-06-03	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/NS1409/2012	KM028488	H3N2	2012-06-03	Swine	China	China	Swine	swine	Swine
A/swine/Guangxi/1874/2012	KM028496	H3N2	2012-07-15	Swine	China	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2810/2011	KM028552	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2811/2011	KM028560	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Minnesota/A01049936/2011	JX860650	H3N2	2011-05-03	Swine	Usa	North America	Swine	swine	Swine
A/swine/Hong_Kong/NS2812/2011	KM028568	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2815/2011	KM028584	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2816/2011	KM028592	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2817/2011	KM028600	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2818/2011	KM028608	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2820/2011	KM028616	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2821/2011	KM028624	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2822/2011	KM028632	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2857/2011	KM028640	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS2813/2011	KM028576	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Nebraska/A01049937/2011	JX860645	H3N2	2011-05-04	Swine	Usa	North America	Swine	swine	Swine
A/canine/Korea/KRIBB01/2011	JX679526	H3N2	2011-11-01	Canine	South Korea	Japan Korea	Canine	canine	Canine
A/swine/Ohio/6/2012	JX565465	H3N2	2012-06-XX	Swine	Usa	North America	Swine	swine	Swine
A/swine/England/90591/1997	CY116331	H3N2	1997-02-10	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/England/87842/1990	CY116316	H3N2	1990-08-06	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/England/704563/1995	CY116284	H3N1	1995-08-23	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/England/425069/1994	CY116176	H3N2	1994-02-07	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/England/375017/1993	CY116136	H3N2	1993-10-24	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/England/285393/1993	CY116096	H3N2	1993-04-21	Swine	United Kingdom	Europe	Swine	swine	Swine
A/swine/Hong_Kong/2931/2011	KM028648	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2954/2011	KM028656	H3N2	2011-07-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Gent/96/2007	CY116451	H3N2	2007-XX-XX	Swine	Belgium	Europe	Swine	swine	Swine
A/swine/Hong_Kong/NS3030/2011	KM028664	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS3032/2011	KM028680	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3033/2011	KM028688	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3039/2011	KM028696	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3044/2011	KM028704	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3049/2011	KM028712	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3090/2011	KM028720	H3N2	2011-08-04	Swine	Hong Kong	China	Swine	swine	Swine
